second,user_unique,timestamp,date
89687.0,51,1589739960.1071584,2020-05-17T18:26:00.000000
89688.0,38,1589739961.1880746,2020-05-17T18:26:01.000000
89689.0,48,1589739962.2416704,2020-05-17T18:26:02.000000
89690.0,51,1589739963.1769936,2020-05-17T18:26:03.000000
89691.0,53,1589739964.112252,2020-05-17T18:26:04.000000
89692.0,49,1589739965.100849,2020-05-17T18:26:05.000000
89693.0,36,1589739966.082924,2020-05-17T18:26:06.000000
89694.0,49,1589739967.1513062,2020-05-17T18:26:07.000000
89695.0,56,1589739968.1470802,2020-05-17T18:26:08.000000
89696.0,58,1589739969.1168737,2020-05-17T18:26:09.000000
89697.0,48,1589739970.1497085,2020-05-17T18:26:10.000000
89698.0,68,1589739971.0914211,2020-05-17T18:26:11.000000
89699.0,56,1589739972.1226227,2020-05-17T18:26:12.000000
89700.0,43,1589739973.128593,2020-05-17T18:26:13.000000
89701.0,46,1589739974.1117964,2020-05-17T18:26:14.000000
89702.0,45,1589739975.1495702,2020-05-17T18:26:15.000000
89703.0,42,1589739976.09006,2020-05-17T18:26:16.000000
89704.0,44,1589739977.2048838,2020-05-17T18:26:17.000000
89705.0,48,1589739978.1098738,2020-05-17T18:26:18.000000
89706.0,47,1589739979.1484475,2020-05-17T18:26:19.000000
89707.0,64,1589739980.1373374,2020-05-17T18:26:20.000000
89708.0,43,1589739981.1642141,2020-05-17T18:26:21.000000
89709.0,53,1589739982.1612933,2020-05-17T18:26:22.000000
89710.0,48,1589739983.1347797,2020-05-17T18:26:23.000000
89711.0,48,1589739984.0488625,2020-05-17T18:26:24.000000
89712.0,51,1589739985.169029,2020-05-17T18:26:25.000000
89713.0,60,1589739986.22459,2020-05-17T18:26:26.000000
89714.0,50,1589739987.2048886,2020-05-17T18:26:27.000000
89715.0,41,1589739988.1486194,2020-05-17T18:26:28.000000
89716.0,50,1589739989.139337,2020-05-17T18:26:29.000000
89717.0,65,1589739990.1871412,2020-05-17T18:26:30.000000
89718.0,55,1589739991.0692685,2020-05-17T18:26:31.000000
89719.0,54,1589739992.0380993,2020-05-17T18:26:32.000000
89720.0,42,1589739993.098143,2020-05-17T18:26:33.000000
89721.0,52,1589739994.1477408,2020-05-17T18:26:34.000000
89722.0,52,1589739995.1555781,2020-05-17T18:26:35.000000
89723.0,45,1589739996.1195855,2020-05-17T18:26:36.000000
89724.0,59,1589739997.1471212,2020-05-17T18:26:37.000000
89725.0,55,1589739998.1404774,2020-05-17T18:26:38.000000
89726.0,55,1589739999.155503,2020-05-17T18:26:39.000000
89727.0,47,1589740000.1535368,2020-05-17T18:26:40.000000
89728.0,49,1589740001.2042682,2020-05-17T18:26:41.000000
89729.0,36,1589740002.195285,2020-05-17T18:26:42.000000
89730.0,43,1589740003.1746128,2020-05-17T18:26:43.000000
89731.0,41,1589740004.1256752,2020-05-17T18:26:44.000000
89732.0,46,1589740005.115732,2020-05-17T18:26:45.000000
89733.0,49,1589740006.186759,2020-05-17T18:26:46.000000
89734.0,54,1589740007.173182,2020-05-17T18:26:47.000000
89735.0,51,1589740008.1266692,2020-05-17T18:26:48.000000
89736.0,38,1589740009.075422,2020-05-17T18:26:49.000000
89737.0,41,1589740010.0353231,2020-05-17T18:26:50.000000
89738.0,55,1589740011.1004918,2020-05-17T18:26:51.000000
89739.0,53,1589740012.0838392,2020-05-17T18:26:52.000000
89740.0,38,1589740013.2190793,2020-05-17T18:26:53.000000
89741.0,40,1589740014.126018,2020-05-17T18:26:54.000000
89742.0,45,1589740015.1824985,2020-05-17T18:26:55.000000
89743.0,50,1589740016.1842558,2020-05-17T18:26:56.000000
89744.0,49,1589740017.1079624,2020-05-17T18:26:57.000000
89745.0,44,1589740018.0998447,2020-05-17T18:26:58.000000
89746.0,48,1589740019.1771672,2020-05-17T18:26:59.000000
89747.0,47,1589740020.1101723,2020-05-17T18:27:00.000000
89748.0,36,1589740021.1366286,2020-05-17T18:27:01.000000
89749.0,38,1589740022.179389,2020-05-17T18:27:02.000000
89750.0,53,1589740023.1051471,2020-05-17T18:27:03.000000
89751.0,35,1589740024.0672143,2020-05-17T18:27:04.000000
89752.0,58,1589740025.1073148,2020-05-17T18:27:05.000000
89753.0,47,1589740026.203674,2020-05-17T18:27:06.000000
89754.0,41,1589740027.1712906,2020-05-17T18:27:07.000000
89755.0,46,1589740028.1739302,2020-05-17T18:27:08.000000
89756.0,43,1589740029.0908089,2020-05-17T18:27:09.000000
89757.0,45,1589740030.1717136,2020-05-17T18:27:10.000000
89758.0,50,1589740031.1826837,2020-05-17T18:27:11.000000
89759.0,46,1589740032.1794825,2020-05-17T18:27:12.000000
89760.0,45,1589740033.1359644,2020-05-17T18:27:13.000000
89761.0,36,1589740034.138208,2020-05-17T18:27:14.000000
89762.0,47,1589740035.2083914,2020-05-17T18:27:15.000000
89763.0,51,1589740036.1987011,2020-05-17T18:27:16.000000
89764.0,51,1589740037.12464,2020-05-17T18:27:17.000000
89765.0,40,1589740038.1452324,2020-05-17T18:27:18.000000
89766.0,49,1589740039.1668265,2020-05-17T18:27:19.000000
89767.0,45,1589740040.097738,2020-05-17T18:27:20.000000
89768.0,44,1589740041.1240401,2020-05-17T18:27:21.000000
89769.0,41,1589740042.2158902,2020-05-17T18:27:22.000000
89770.0,37,1589740043.104519,2020-05-17T18:27:23.000000
89771.0,40,1589740044.113729,2020-05-17T18:27:24.000000
89772.0,45,1589740045.1090443,2020-05-17T18:27:25.000000
89773.0,35,1589740046.0661354,2020-05-17T18:27:26.000000
89774.0,55,1589740047.138917,2020-05-17T18:27:27.000000
89775.0,55,1589740048.153921,2020-05-17T18:27:28.000000
89776.0,52,1589740049.174743,2020-05-17T18:27:29.000000
89777.0,41,1589740050.2146766,2020-05-17T18:27:30.000000
89778.0,46,1589740051.1808624,2020-05-17T18:27:31.000000
89779.0,44,1589740052.1507885,2020-05-17T18:27:32.000000
89780.0,41,1589740053.1147118,2020-05-17T18:27:33.000000
89781.0,61,1589740054.1755621,2020-05-17T18:27:34.000000
89782.0,61,1589740055.1340444,2020-05-17T18:27:35.000000
89783.0,53,1589740056.1045556,2020-05-17T18:27:36.000000
89784.0,42,1589740057.16582,2020-05-17T18:27:37.000000
89785.0,42,1589740058.1409874,2020-05-17T18:27:38.000000
89786.0,47,1589740059.120925,2020-05-17T18:27:39.000000
89787.0,47,1589740060.177954,2020-05-17T18:27:40.000000
89788.0,47,1589740061.1168518,2020-05-17T18:27:41.000000
89789.0,55,1589740062.158262,2020-05-17T18:27:42.000000
89790.0,46,1589740063.1519337,2020-05-17T18:27:43.000000
89791.0,41,1589740064.103745,2020-05-17T18:27:44.000000
89792.0,39,1589740065.172143,2020-05-17T18:27:45.000000
89793.0,58,1589740066.1028357,2020-05-17T18:27:46.000000
89794.0,54,1589740067.129578,2020-05-17T18:27:47.000000
89795.0,48,1589740068.1730695,2020-05-17T18:27:48.000000
89796.0,46,1589740069.1808343,2020-05-17T18:27:49.000000
89797.0,43,1589740070.1982512,2020-05-17T18:27:50.000000
89798.0,48,1589740071.1726432,2020-05-17T18:27:51.000000
89799.0,52,1589740072.0942242,2020-05-17T18:27:52.000000
89800.0,53,1589740073.0987847,2020-05-17T18:27:53.000000
89801.0,53,1589740074.1521285,2020-05-17T18:27:54.000000
89802.0,45,1589740075.1941404,2020-05-17T18:27:55.000000
89803.0,53,1589740076.203296,2020-05-17T18:27:56.000000
89804.0,43,1589740077.114626,2020-05-17T18:27:57.000000
89805.0,45,1589740078.1181252,2020-05-17T18:27:58.000000
89806.0,65,1589740079.1614978,2020-05-17T18:27:59.000000
89807.0,54,1589740080.1611922,2020-05-17T18:28:00.000000
89808.0,51,1589740081.1030967,2020-05-17T18:28:01.000000
89809.0,48,1589740082.1377263,2020-05-17T18:28:02.000000
89810.0,51,1589740083.202268,2020-05-17T18:28:03.000000
89811.0,52,1589740084.0444858,2020-05-17T18:28:04.000000
89812.0,49,1589740085.1140172,2020-05-17T18:28:05.000000
89813.0,47,1589740086.1771147,2020-05-17T18:28:06.000000
89814.0,46,1589740087.1748395,2020-05-17T18:28:07.000000
89815.0,49,1589740088.1785111,2020-05-17T18:28:08.000000
89816.0,55,1589740089.137808,2020-05-17T18:28:09.000000
89817.0,48,1589740090.1604407,2020-05-17T18:28:10.000000
89818.0,52,1589740091.2059886,2020-05-17T18:28:11.000000
89819.0,48,1589740092.1174922,2020-05-17T18:28:12.000000
89820.0,50,1589740093.1559148,2020-05-17T18:28:13.000000
89821.0,48,1589740094.1158102,2020-05-17T18:28:14.000000
89822.0,47,1589740095.1921847,2020-05-17T18:28:15.000000
89823.0,48,1589740096.102959,2020-05-17T18:28:16.000000
89824.0,39,1589740097.176944,2020-05-17T18:28:17.000000
89825.0,48,1589740098.1593072,2020-05-17T18:28:18.000000
89826.0,37,1589740099.145311,2020-05-17T18:28:19.000000
89827.0,57,1589740100.2355,2020-05-17T18:28:20.000000
89828.0,51,1589740101.1204648,2020-05-17T18:28:21.000000
89829.0,52,1589740102.1068587,2020-05-17T18:28:22.000000
89830.0,52,1589740103.078652,2020-05-17T18:28:23.000000
89831.0,51,1589740104.1516385,2020-05-17T18:28:24.000000
89832.0,43,1589740105.19775,2020-05-17T18:28:25.000000
89833.0,55,1589740106.0873494,2020-05-17T18:28:26.000000
89834.0,49,1589740107.2387466,2020-05-17T18:28:27.000000
89835.0,43,1589740108.1198385,2020-05-17T18:28:28.000000
89836.0,44,1589740109.0843458,2020-05-17T18:28:29.000000
89837.0,48,1589740110.1048994,2020-05-17T18:28:30.000000
89838.0,48,1589740111.1659875,2020-05-17T18:28:31.000000
89839.0,49,1589740112.1456401,2020-05-17T18:28:32.000000
89840.0,58,1589740113.1913056,2020-05-17T18:28:33.000000
89841.0,45,1589740114.1603484,2020-05-17T18:28:34.000000
89842.0,53,1589740115.131426,2020-05-17T18:28:35.000000
89843.0,43,1589740116.1525307,2020-05-17T18:28:36.000000
89844.0,47,1589740117.1596131,2020-05-17T18:28:37.000000
89845.0,43,1589740118.0909772,2020-05-17T18:28:38.000000
89846.0,31,1589740119.1822987,2020-05-17T18:28:39.000000
89847.0,46,1589740120.1965694,2020-05-17T18:28:40.000000
89848.0,50,1589740121.0988686,2020-05-17T18:28:41.000000
89849.0,47,1589740122.21444,2020-05-17T18:28:42.000000
89850.0,38,1589740123.2146332,2020-05-17T18:28:43.000000
89851.0,40,1589740124.2196813,2020-05-17T18:28:44.000000
89852.0,49,1589740125.2053475,2020-05-17T18:28:45.000000
89853.0,46,1589740126.0995471,2020-05-17T18:28:46.000000
89854.0,52,1589740127.1653125,2020-05-17T18:28:47.000000
89855.0,49,1589740128.2298932,2020-05-17T18:28:48.000000
89856.0,32,1589740129.1395655,2020-05-17T18:28:49.000000
89857.0,48,1589740130.184275,2020-05-17T18:28:50.000000
89858.0,49,1589740131.1567352,2020-05-17T18:28:51.000000
89859.0,44,1589740132.163614,2020-05-17T18:28:52.000000
89860.0,46,1589740133.1461549,2020-05-17T18:28:53.000000
89861.0,44,1589740134.1508663,2020-05-17T18:28:54.000000
89862.0,31,1589740135.1556227,2020-05-17T18:28:55.000000
89863.0,47,1589740136.1343427,2020-05-17T18:28:56.000000
89864.0,46,1589740137.1648378,2020-05-17T18:28:57.000000
89865.0,35,1589740138.0660362,2020-05-17T18:28:58.000000
89866.0,50,1589740139.1086078,2020-05-17T18:28:59.000000
89867.0,45,1589740140.184695,2020-05-17T18:29:00.000000
89868.0,41,1589740141.0945635,2020-05-17T18:29:01.000000
89869.0,53,1589740142.165891,2020-05-17T18:29:02.000000
89870.0,43,1589740143.1059334,2020-05-17T18:29:03.000000
89871.0,50,1589740144.0948212,2020-05-17T18:29:04.000000
89872.0,42,1589740145.1481526,2020-05-17T18:29:05.000000
89873.0,37,1589740146.1174355,2020-05-17T18:29:06.000000
89874.0,42,1589740147.2235742,2020-05-17T18:29:07.000000
89875.0,42,1589740148.0635872,2020-05-17T18:29:08.000000
89876.0,48,1589740149.1216106,2020-05-17T18:29:09.000000
89877.0,49,1589740150.0846884,2020-05-17T18:29:10.000000
89878.0,48,1589740151.0952008,2020-05-17T18:29:11.000000
89879.0,42,1589740152.205921,2020-05-17T18:29:12.000000
89880.0,38,1589740153.196093,2020-05-17T18:29:13.000000
89881.0,54,1589740154.1672375,2020-05-17T18:29:14.000000
89882.0,43,1589740155.1237023,2020-05-17T18:29:15.000000
89883.0,52,1589740156.1063673,2020-05-17T18:29:16.000000
89884.0,44,1589740157.0683587,2020-05-17T18:29:17.000000
89885.0,43,1589740158.1639218,2020-05-17T18:29:18.000000
89886.0,46,1589740159.1318414,2020-05-17T18:29:19.000000
89887.0,40,1589740160.177264,2020-05-17T18:29:20.000000
89888.0,40,1589740161.1124232,2020-05-17T18:29:21.000000
89889.0,41,1589740162.0868707,2020-05-17T18:29:22.000000
89890.0,39,1589740163.1959305,2020-05-17T18:29:23.000000
89891.0,55,1589740164.1531308,2020-05-17T18:29:24.000000
89892.0,45,1589740165.1871583,2020-05-17T18:29:25.000000
89893.0,44,1589740166.187379,2020-05-17T18:29:26.000000
89894.0,41,1589740167.0968637,2020-05-17T18:29:27.000000
89895.0,33,1589740168.1779428,2020-05-17T18:29:28.000000
89896.0,50,1589740169.2243776,2020-05-17T18:29:29.000000
89897.0,43,1589740170.1193774,2020-05-17T18:29:30.000000
89898.0,35,1589740171.0891595,2020-05-17T18:29:31.000000
89899.0,54,1589740172.1263738,2020-05-17T18:29:32.000000
89900.0,54,1589740173.2015858,2020-05-17T18:29:33.000000
89901.0,36,1589740174.1193554,2020-05-17T18:29:34.000000
89902.0,42,1589740175.1679661,2020-05-17T18:29:35.000000
89903.0,36,1589740176.1566277,2020-05-17T18:29:36.000000
89904.0,39,1589740177.164346,2020-05-17T18:29:37.000000
89905.0,42,1589740178.2069116,2020-05-17T18:29:38.000000
89906.0,52,1589740179.1575382,2020-05-17T18:29:39.000000
89907.0,39,1589740180.1587157,2020-05-17T18:29:40.000000
89908.0,37,1589740181.1315832,2020-05-17T18:29:41.000000
89909.0,43,1589740182.167729,2020-05-17T18:29:42.000000
89910.0,44,1589740183.2046518,2020-05-17T18:29:43.000000
89911.0,42,1589740184.1924038,2020-05-17T18:29:44.000000
89912.0,55,1589740185.1548064,2020-05-17T18:29:45.000000
89913.0,46,1589740186.0845666,2020-05-17T18:29:46.000000
89914.0,45,1589740187.066925,2020-05-17T18:29:47.000000
89915.0,42,1589740188.1178112,2020-05-17T18:29:48.000000
89916.0,40,1589740189.089635,2020-05-17T18:29:49.000000
89917.0,42,1589740190.1440477,2020-05-17T18:29:50.000000
89918.0,43,1589740191.1799462,2020-05-17T18:29:51.000000
89919.0,36,1589740192.0198424,2020-05-17T18:29:52.000000
89920.0,43,1589740193.109605,2020-05-17T18:29:53.000000
89921.0,39,1589740194.1758711,2020-05-17T18:29:54.000000
89922.0,49,1589740195.14168,2020-05-17T18:29:55.000000
89923.0,35,1589740196.1603394,2020-05-17T18:29:56.000000
89924.0,41,1589740197.166636,2020-05-17T18:29:57.000000
89925.0,37,1589740198.1201687,2020-05-17T18:29:58.000000
89926.0,40,1589740199.05955,2020-05-17T18:29:59.000000
89927.0,44,1589740200.1797316,2020-05-17T18:30:00.000000
89928.0,44,1589740201.181283,2020-05-17T18:30:01.000000
89929.0,49,1589740202.1344457,2020-05-17T18:30:02.000000
89930.0,44,1589740203.205555,2020-05-17T18:30:03.000000
89931.0,39,1589740204.074665,2020-05-17T18:30:04.000000
89932.0,43,1589740205.136367,2020-05-17T18:30:05.000000
89933.0,49,1589740206.1455638,2020-05-17T18:30:06.000000
89934.0,38,1589740207.1766083,2020-05-17T18:30:07.000000
89935.0,57,1589740208.1239552,2020-05-17T18:30:08.000000
89936.0,44,1589740209.1786442,2020-05-17T18:30:09.000000
89937.0,44,1589740210.122157,2020-05-17T18:30:10.000000
89938.0,41,1589740211.198438,2020-05-17T18:30:11.000000
89939.0,44,1589740212.141154,2020-05-17T18:30:12.000000
89940.0,38,1589740213.1585567,2020-05-17T18:30:13.000000
89941.0,49,1589740214.0574267,2020-05-17T18:30:14.000000
89942.0,40,1589740215.0864458,2020-05-17T18:30:15.000000
89943.0,58,1589740216.1003032,2020-05-17T18:30:16.000000
89944.0,32,1589740217.1693811,2020-05-17T18:30:17.000000
89945.0,48,1589740218.1052575,2020-05-17T18:30:18.000000
89946.0,39,1589740219.1444378,2020-05-17T18:30:19.000000
89947.0,48,1589740220.1198244,2020-05-17T18:30:20.000000
89948.0,50,1589740221.1137583,2020-05-17T18:30:21.000000
89949.0,40,1589740222.2263153,2020-05-17T18:30:22.000000
89950.0,39,1589740223.170718,2020-05-17T18:30:23.000000
89951.0,44,1589740224.1670816,2020-05-17T18:30:24.000000
89952.0,36,1589740225.1812518,2020-05-17T18:30:25.000000
89953.0,42,1589740226.1878006,2020-05-17T18:30:26.000000
89954.0,39,1589740227.1707523,2020-05-17T18:30:27.000000
89955.0,47,1589740228.1709118,2020-05-17T18:30:28.000000
89956.0,50,1589740229.167921,2020-05-17T18:30:29.000000
89957.0,44,1589740230.1089575,2020-05-17T18:30:30.000000
89958.0,52,1589740231.0768676,2020-05-17T18:30:31.000000
89959.0,39,1589740232.1639605,2020-05-17T18:30:32.000000
89960.0,46,1589740233.1504343,2020-05-17T18:30:33.000000
89961.0,43,1589740234.1567905,2020-05-17T18:30:34.000000
89962.0,48,1589740235.1179187,2020-05-17T18:30:35.000000
89963.0,39,1589740236.1107266,2020-05-17T18:30:36.000000
89964.0,39,1589740237.1655228,2020-05-17T18:30:37.000000
89965.0,39,1589740238.093858,2020-05-17T18:30:38.000000
89966.0,40,1589740239.1066258,2020-05-17T18:30:39.000000
89967.0,43,1589740240.1738703,2020-05-17T18:30:40.000000
89968.0,33,1589740241.137202,2020-05-17T18:30:41.000000
89969.0,31,1589740242.0769985,2020-05-17T18:30:42.000000
89970.0,35,1589740243.1786742,2020-05-17T18:30:43.000000
89971.0,45,1589740244.2077012,2020-05-17T18:30:44.000000
89972.0,41,1589740245.1165185,2020-05-17T18:30:45.000000
89973.0,51,1589740246.107215,2020-05-17T18:30:46.000000
89974.0,45,1589740247.1237235,2020-05-17T18:30:47.000000
89975.0,47,1589740248.1558194,2020-05-17T18:30:48.000000
89976.0,53,1589740249.1715047,2020-05-17T18:30:49.000000
89977.0,42,1589740250.1479495,2020-05-17T18:30:50.000000
89978.0,37,1589740251.0389712,2020-05-17T18:30:51.000000
89979.0,52,1589740252.1667378,2020-05-17T18:30:52.000000
89980.0,46,1589740253.0989876,2020-05-17T18:30:53.000000
89981.0,53,1589740254.1628857,2020-05-17T18:30:54.000000
89982.0,36,1589740255.1886387,2020-05-17T18:30:55.000000
89983.0,42,1589740256.1067426,2020-05-17T18:30:56.000000
89984.0,40,1589740257.1539085,2020-05-17T18:30:57.000000
89985.0,37,1589740258.111467,2020-05-17T18:30:58.000000
89986.0,42,1589740259.1900213,2020-05-17T18:30:59.000000
89987.0,44,1589740260.2028027,2020-05-17T18:31:00.000000
89988.0,36,1589740261.172976,2020-05-17T18:31:01.000000
89989.0,53,1589740262.0607162,2020-05-17T18:31:02.000000
89990.0,50,1589740263.096632,2020-05-17T18:31:03.000000
89991.0,40,1589740264.202792,2020-05-17T18:31:04.000000
89992.0,34,1589740265.115613,2020-05-17T18:31:05.000000
89993.0,44,1589740266.120861,2020-05-17T18:31:06.000000
89994.0,52,1589740267.093015,2020-05-17T18:31:07.000000
89995.0,41,1589740268.182224,2020-05-17T18:31:08.000000
89996.0,44,1589740269.1931882,2020-05-17T18:31:09.000000
89997.0,49,1589740270.1701622,2020-05-17T18:31:10.000000
89998.0,26,1589740271.1499162,2020-05-17T18:31:11.000000
89999.0,39,1589740272.1421714,2020-05-17T18:31:12.000000
90000.0,44,1589740273.1421173,2020-05-17T18:31:13.000000
90001.0,44,1589740274.1760068,2020-05-17T18:31:14.000000
90002.0,42,1589740275.1311831,2020-05-17T18:31:15.000000
90003.0,55,1589740276.099276,2020-05-17T18:31:16.000000
90004.0,49,1589740277.1318889,2020-05-17T18:31:17.000000
90005.0,46,1589740278.145589,2020-05-17T18:31:18.000000
90006.0,43,1589740279.1102777,2020-05-17T18:31:19.000000
90007.0,46,1589740280.1723502,2020-05-17T18:31:20.000000
90008.0,37,1589740281.1637611,2020-05-17T18:31:21.000000
90009.0,46,1589740282.1789818,2020-05-17T18:31:22.000000
90010.0,45,1589740283.2007356,2020-05-17T18:31:23.000000
90011.0,49,1589740284.1314707,2020-05-17T18:31:24.000000
90012.0,44,1589740285.1301565,2020-05-17T18:31:25.000000
90013.0,40,1589740286.1344187,2020-05-17T18:31:26.000000
90014.0,47,1589740287.1080234,2020-05-17T18:31:27.000000
90015.0,40,1589740288.2344065,2020-05-17T18:31:28.000000
90016.0,46,1589740289.164431,2020-05-17T18:31:29.000000
90017.0,38,1589740290.1854281,2020-05-17T18:31:30.000000
90018.0,49,1589740291.1857772,2020-05-17T18:31:31.000000
90019.0,53,1589740292.1082327,2020-05-17T18:31:32.000000
90020.0,38,1589740293.0549562,2020-05-17T18:31:33.000000
90021.0,53,1589740294.1161318,2020-05-17T18:31:34.000000
90022.0,49,1589740295.1519587,2020-05-17T18:31:35.000000
90023.0,40,1589740296.082154,2020-05-17T18:31:36.000000
90024.0,37,1589740297.1376832,2020-05-17T18:31:37.000000
90025.0,32,1589740298.124802,2020-05-17T18:31:38.000000
90026.0,37,1589740299.1907501,2020-05-17T18:31:39.000000
90027.0,37,1589740300.1326458,2020-05-17T18:31:40.000000
90028.0,36,1589740301.1753109,2020-05-17T18:31:41.000000
90029.0,42,1589740302.179325,2020-05-17T18:31:42.000000
90030.0,41,1589740303.0882738,2020-05-17T18:31:43.000000
90031.0,39,1589740304.1336586,2020-05-17T18:31:44.000000
90032.0,41,1589740305.1580346,2020-05-17T18:31:45.000000
90033.0,41,1589740306.1014116,2020-05-17T18:31:46.000000
90034.0,49,1589740307.172313,2020-05-17T18:31:47.000000
90035.0,38,1589740308.1127198,2020-05-17T18:31:48.000000
90036.0,39,1589740309.0996673,2020-05-17T18:31:49.000000
90037.0,58,1589740310.1512556,2020-05-17T18:31:50.000000
90038.0,45,1589740311.1500795,2020-05-17T18:31:51.000000
90039.0,45,1589740312.1594007,2020-05-17T18:31:52.000000
90040.0,42,1589740313.128617,2020-05-17T18:31:53.000000
90041.0,39,1589740314.2078097,2020-05-17T18:31:54.000000
90042.0,49,1589740315.245441,2020-05-17T18:31:55.000000
90043.0,40,1589740316.1343071,2020-05-17T18:31:56.000000
90044.0,38,1589740317.1641066,2020-05-17T18:31:57.000000
90045.0,40,1589740318.0738924,2020-05-17T18:31:58.000000
90046.0,41,1589740319.1737118,2020-05-17T18:31:59.000000
90047.0,40,1589740320.0945888,2020-05-17T18:32:00.000000
90048.0,41,1589740321.1103055,2020-05-17T18:32:01.000000
90049.0,45,1589740322.165098,2020-05-17T18:32:02.000000
90050.0,44,1589740323.0431223,2020-05-17T18:32:03.000000
90051.0,47,1589740324.2341366,2020-05-17T18:32:04.000000
90052.0,53,1589740325.208633,2020-05-17T18:32:05.000000
90053.0,41,1589740326.1032832,2020-05-17T18:32:06.000000
90054.0,55,1589740327.242713,2020-05-17T18:32:07.000000
90055.0,41,1589740328.1106343,2020-05-17T18:32:08.000000
90056.0,44,1589740329.2058434,2020-05-17T18:32:09.000000
90057.0,35,1589740330.165127,2020-05-17T18:32:10.000000
90058.0,40,1589740331.124359,2020-05-17T18:32:11.000000
90059.0,36,1589740332.1307943,2020-05-17T18:32:12.000000
90060.0,40,1589740333.126509,2020-05-17T18:32:13.000000
90061.0,41,1589740334.1136491,2020-05-17T18:32:14.000000
90062.0,55,1589740335.1347976,2020-05-17T18:32:15.000000
90063.0,43,1589740336.128496,2020-05-17T18:32:16.000000
90064.0,50,1589740337.154129,2020-05-17T18:32:17.000000
90065.0,37,1589740338.1366963,2020-05-17T18:32:18.000000
90066.0,39,1589740339.0734875,2020-05-17T18:32:19.000000
90067.0,44,1589740340.1477768,2020-05-17T18:32:20.000000
90068.0,41,1589740341.1797004,2020-05-17T18:32:21.000000
90069.0,41,1589740342.1466198,2020-05-17T18:32:22.000000
90070.0,40,1589740343.1468067,2020-05-17T18:32:23.000000
90071.0,49,1589740344.1280627,2020-05-17T18:32:24.000000
90072.0,42,1589740345.0913863,2020-05-17T18:32:25.000000
90073.0,56,1589740346.1876144,2020-05-17T18:32:26.000000
90074.0,41,1589740347.1610243,2020-05-17T18:32:27.000000
90075.0,38,1589740348.1273966,2020-05-17T18:32:28.000000
90076.0,35,1589740349.1407256,2020-05-17T18:32:29.000000
90077.0,43,1589740350.0577462,2020-05-17T18:32:30.000000
90078.0,45,1589740351.1101577,2020-05-17T18:32:31.000000
90079.0,40,1589740352.1654525,2020-05-17T18:32:32.000000
90080.0,40,1589740353.092465,2020-05-17T18:32:33.000000
90081.0,53,1589740354.1144867,2020-05-17T18:32:34.000000
90082.0,42,1589740355.1218648,2020-05-17T18:32:35.000000
90083.0,50,1589740356.244645,2020-05-17T18:32:36.000000
90084.0,37,1589740357.1669536,2020-05-17T18:32:37.000000
90085.0,37,1589740358.1464164,2020-05-17T18:32:38.000000
90086.0,42,1589740359.099302,2020-05-17T18:32:39.000000
90087.0,33,1589740360.1886208,2020-05-17T18:32:40.000000
90088.0,41,1589740361.0872052,2020-05-17T18:32:41.000000
90089.0,41,1589740362.157768,2020-05-17T18:32:42.000000
90090.0,54,1589740363.203347,2020-05-17T18:32:43.000000
90091.0,46,1589740364.1521053,2020-05-17T18:32:44.000000
90092.0,39,1589740365.0615802,2020-05-17T18:32:45.000000
90093.0,40,1589740366.1171916,2020-05-17T18:32:46.000000
90094.0,35,1589740367.169633,2020-05-17T18:32:47.000000
90095.0,45,1589740368.1632822,2020-05-17T18:32:48.000000
90096.0,46,1589740369.138447,2020-05-17T18:32:49.000000
90097.0,44,1589740370.1405947,2020-05-17T18:32:50.000000
90098.0,49,1589740371.1760535,2020-05-17T18:32:51.000000
90099.0,47,1589740372.1544318,2020-05-17T18:32:52.000000
90100.0,32,1589740373.1748161,2020-05-17T18:32:53.000000
90101.0,42,1589740374.1390388,2020-05-17T18:32:54.000000
90102.0,44,1589740375.1039517,2020-05-17T18:32:55.000000
90103.0,41,1589740376.1715875,2020-05-17T18:32:56.000000
90104.0,40,1589740377.0989199,2020-05-17T18:32:57.000000
90105.0,50,1589740378.0876293,2020-05-17T18:32:58.000000
90106.0,49,1589740379.1409278,2020-05-17T18:32:59.000000
90107.0,38,1589740380.1850889,2020-05-17T18:33:00.000000
90108.0,47,1589740381.258543,2020-05-17T18:33:01.000000
90109.0,41,1589740382.161171,2020-05-17T18:33:02.000000
90110.0,46,1589740383.0718734,2020-05-17T18:33:03.000000
90111.0,41,1589740384.2030196,2020-05-17T18:33:04.000000
90112.0,39,1589740385.1287358,2020-05-17T18:33:05.000000
90113.0,48,1589740386.1149607,2020-05-17T18:33:06.000000
90114.0,44,1589740387.151476,2020-05-17T18:33:07.000000
90115.0,46,1589740388.158849,2020-05-17T18:33:08.000000
90116.0,38,1589740389.1117845,2020-05-17T18:33:09.000000
90117.0,36,1589740390.128867,2020-05-17T18:33:10.000000
90118.0,50,1589740391.191554,2020-05-17T18:33:11.000000
90119.0,43,1589740392.1689208,2020-05-17T18:33:12.000000
90120.0,54,1589740393.1314452,2020-05-17T18:33:13.000000
90121.0,43,1589740394.2364242,2020-05-17T18:33:14.000000
90122.0,48,1589740395.1037657,2020-05-17T18:33:15.000000
90123.0,41,1589740396.093903,2020-05-17T18:33:16.000000
90124.0,48,1589740397.225011,2020-05-17T18:33:17.000000
90125.0,48,1589740398.1163945,2020-05-17T18:33:18.000000
90126.0,42,1589740399.1898773,2020-05-17T18:33:19.000000
